Drug,District,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
Cannabis,4,1199221,1846405,2004,41.73334308,-87.5457368,"(41.733343, -87.545737)"
Cannabis,14,,,2008,,,
Crack,20,1168108,1932906,2001,41.9714342,-87.65722313,"(41.971434, -87.657223)"
Cannabis,3,1178228,1864032,2011,41.78221497,-87.62210968,"(41.782215, -87.62211)"
Heroin,2,1176246,1881571,2001,41.83038838,-87.62884911,"(41.830388, -87.628849)"
Cannabis,25,1148978,1912979,2010,41.91714561,-87.72808421,"(41.917146, -87.728084)"
Crack,9,1172286,1868731,2014,41.79524235,-87.6437564,"(41.795242, -87.643756)"
Cannabis,15,1144339,1901076,2006,41.88457103,-87.7454278,"(41.884571, -87.745428)"
Cannabis,11,1150878,1906101,2011,41.89823472,-87.72128386,"(41.898235, -87.721284)"
Cannabis,15,1139924,1905802,2007,41.89762162,-87.76152485,"(41.897622, -87.761525)"
Cannabis,8,1162612,1858038,2002,41.76610679,-87.67952932,"(41.766107, -87.679529)"
Cannabis,2,1178122,1866063,2001,41.78779064,-87.62243673,"(41.787791, -87.622437)"
Crack,25,1140957,1909469,2008,41.90766534,-87.75764032,"(41.907665, -87.75764)"
Cannabis,8,1157106,1863668,2007,41.78166942,-87.69955884,"(41.781669, -87.699559)"
Heroin,11,1151264,1905629,2001,41.89693194,-87.7198785,"(41.896932, -87.719878)"
Heroin,15,1140252,1899493,2004,41.88030293,-87.76047483,"(41.880303, -87.760475)"
Cannabis,11,1152231,1905327,2014,41.89608419,-87.71633481,"(41.896084, -87.716335)"
Crack,4,1192946,1841617,2007,41.72035962,-87.5688805,"(41.72036, -87.568881)"
Crack,8,1145638,1862408,2007,41.77843602,-87.74163568,"(41.778436, -87.741636)"
Heroin,15,1143243,1901005,2007,41.88439674,-87.74945428,"(41.884397, -87.749454)"
Cannabis,7,1175111,1855879,2007,41.75991239,-87.63378051,"(41.759912, -87.633781)"
Heroin,6,1176173,1841939,2002,41.72163552,-87.63030567,"(41.721636, -87.630306)"
Cannabis,15,1139904,1906134,2004,41.89853303,-87.76159019,"(41.898533, -87.76159)"
Heroin,15,1143294,1898661,2010,41.87796356,-87.74932557,"(41.877964, -87.749326)"
Crack,24,1164980,1950139,2006,42.01878915,-87.66823295,"(42.018789, -87.668233)"
Cocaine,3,1181999,1862496,2002,41.77791362,-87.60833178,"(41.777914, -87.608332)"
Heroin,2,1181590,1881189,2008,41.82921821,-87.60925386,"(41.829218, -87.609254)"
Cannabis,20,1167380,1934505,2005,41.97583764,-87.65985384,"(41.975838, -87.659854)"
Cocaine,7,1168290,1867344,2002,41.79152328,-87.65844971,"(41.791523, -87.65845)"
Cannabis,3,1182638,1863713,2006,41.78123837,-87.60595147,"(41.781238, -87.605951)"
Crack,24,1168002,1941343,2006,41.99458783,-87.65736806,"(41.994588, -87.657368)"
Heroin,2,1176893,1880831,2003,41.82834318,-87.6264976,"(41.828343, -87.626498)"
Crack,15,1139459,1901152,2005,41.88486993,-87.76334622,"(41.88487, -87.763346)"
Cocaine,19,1158844,1931497,2009,41.9677634,-87.6913268,"(41.967763, -87.691327)"
Cannabis,4,1196756,1820457,2008,41.66220072,-87.55562545,"(41.662201, -87.555625)"
Crack,25,1143856,1910239,2001,41.90972441,-87.74697149,"(41.909724, -87.746971)"
Cocaine,17,1152512,1931844,2004,41.96884342,-87.7145999,"(41.968843, -87.7146)"
Cannabis,15,1143260,1900525,2007,41.88307924,-87.74940385,"(41.883079, -87.749404)"
Cannabis,19,1168810,1931949,2001,41.96879293,-87.65466968,"(41.968793, -87.65467)"
Cannabis,25,1151255,1909715,2013,41.9081445,-87.71980423,"(41.908144, -87.719804)"
Cannabis,3,1181968,1863766,2008,41.78139933,-87.60840617,"(41.781399, -87.608406)"
Cocaine,25,1149779,1911217,2005,41.91229497,-87.72518722,"(41.912295, -87.725187)"
Crack,4,1188695,1850773,2003,41.74558714,-87.5841587,"(41.745587, -87.584159)"
Cannabis,15,1140652,1901669,2010,41.88626682,-87.75895257,"(41.886267, -87.758953)"
Crack,5,1178048,1837560,2015,41.70957674,-87.62357014,"(41.709577, -87.62357)"
Crack,4,1194991,1848290,2004,41.73862085,-87.56117107,"(41.738621, -87.561171)"
Crack,4,1196551,1852815,2009,41.75099925,-87.55530579,"(41.750999, -87.555306)"
Heroin,15,1141446,1902232,2005,41.88779714,-87.75602287,"(41.887797, -87.756023)"
Cannabis,10,1152147,1885570,2014,41.84187043,-87.71716419,"(41.84187, -87.717164)"
Cannabis,15,1141649,1896456,2009,41.87194331,-87.75542021,"(41.871943, -87.75542)"
Cocaine,15,1138882,1902191,2007,41.88773158,-87.76543984,"(41.887732, -87.76544)"
Cannabis,9,1169033,1873620,2010,41.80872929,-87.65554381,"(41.808729, -87.655544)"
Crack,3,1178278,1863976,2001,41.78206016,-87.62192806,"(41.78206, -87.621928)"
Crack,4,,,2009,,,
Cannabis,24,1164957,1950388,2001,42.0194729,-87.66831046,"(42.019473, -87.66831)"
Cannabis,9,1167535,1870712,2007,41.8007817,-87.66112157,"(41.800782, -87.661122)"
Crack,6,1167159,1848153,2012,41.73888492,-87.66314515,"(41.738885, -87.663145)"
Crack,3,1190572,1858315,2009,41.76623799,-87.5770382,"(41.766238, -87.577038)"
Heroin,15,1141831,1902243,2006,41.8878202,-87.75460873,"(41.88782, -87.754609)"
Cannabis,10,1150071,1883070,2009,41.83505072,-87.72484753,"(41.835051, -87.724848)"
Crack,3,1182022,1864720,2007,41.78401595,-87.6081787,"(41.784016, -87.608179)"
Cannabis,7,1167263,1865606,2006,41.78677606,-87.66226526,"(41.786776, -87.662265)"
Cannabis,8,1160777,1863140,2006,41.78014548,-87.68611455,"(41.780145, -87.686115)"
Cannabis,17,1152659,1934339,2005,41.97568694,-87.71399306,"(41.975687, -87.713993)"
Cannabis,3,1178649,1864477,2005,41.78342653,-87.62055266,"(41.783427, -87.620553)"
Crack,18,1171084,1908425,2003,41.90419237,-87.64700079,"(41.904192, -87.647001)"
Cannabis,24,1163349,1944548,2003,42.00348195,-87.67439313,"(42.003482, -87.674393)"
Cannabis,9,1166233,1869866,2005,41.79848802,-87.66592053,"(41.798488, -87.665921)"
Crack,1,1176755,1885570,2009,41.84135048,-87.62686091,"(41.84135, -87.626861)"
Heroin,12,1162160,1900972,2004,41.88393198,-87.67998935,"(41.883932, -87.679989)"
Heroin,15,1142855,1905713,2013,41.89732328,-87.75076171,"(41.897323, -87.750762)"
Heroin,11,1159599,1899601,2005,41.88022295,-87.68943138,"(41.880223, -87.689431)"
Cannabis,25,1135552,1918950,2015,41.93378014,-87.77726987,"(41.93378, -87.77727)"
Cannabis,8,1155415,1864837,2011,41.78491136,-87.70572723,"(41.784911, -87.705727)"
Crack,18,1173147,1906518,2002,41.89891391,-87.63947957,"(41.898914, -87.63948)"
Heroin,15,1141706,1900078,2010,41.88188149,-87.75512135,"(41.881881, -87.755121)"
Cannabis,6,1170636,1854256,2006,41.75555736,-87.65022859,"(41.755557, -87.650229)"
Crack,11,1153507,1901460,2006,41.88544748,-87.71175118,"(41.885447, -87.711751)"
Cocaine,8,1153795,1875589,2008,41.81444868,-87.71138166,"(41.814449, -87.711382)"
Cannabis,20,1167348,1935614,2005,41.97888146,-87.65993945,"(41.978881, -87.659939)"
Crack,11,1157478,1899229,2004,41.87924555,-87.6972296,"(41.879246, -87.69723)"
Cannabis,22,1157056,1829286,2006,41.68732045,-87.70066875,"(41.68732, -87.700669)"
Cannabis,12,1165552,1906513,2005,41.89906536,-87.6673757,"(41.899065, -87.667376)"
Crack,6,1183685,1845074,2007,41.73006669,-87.60269333,"(41.730067, -87.602693)"
Cannabis,9,1162921,1870825,2007,41.80118956,-87.67803953,"(41.80119, -87.67804)"
Crack,12,1161086,1898686,2001,41.87768137,-87.6839967,"(41.877681, -87.683997)"
Cannabis,4,1197939,1850303,2014,41.74407158,-87.55030335,"(41.744072, -87.550303)"
Crack,24,1164511,1950995,2006,42.02114802,-87.66993438,"(42.021148, -87.669934)"
Cannabis,10,1153968,1891668,2008,41.85856801,-87.71031928,"(41.858568, -87.710319)"
Heroin,15,1141707,1900063,2010,41.88184031,-87.75511805,"(41.88184, -87.755118)"
Cannabis,14,1162752,1913248,2001,41.91760587,-87.67747084,"(41.917606, -87.677471)"
Crack,19,1168400,1931140,2006,41.96658191,-87.65620074,"(41.966582, -87.656201)"
Crack,12,1156896,1899881,2005,41.88104652,-87.69934893,"(41.881047, -87.699349)"
Cannabis,15,1142694,1899551,2009,41.88041701,-87.7515065,"(41.880417, -87.751507)"
Crack,14,1155711,1915256,2003,41.92326083,-87.70328555,"(41.923261, -87.703286)"
Heroin,18,1173374,1906658,2001,41.89929304,-87.63864165,"(41.899293, -87.638642)"
Cannabis,7,1174917,1868041,2007,41.7932906,-87.6341291,"(41.793291, -87.634129)"
Crack,25,1136843,1910274,2004,41.90994913,-87.77273385,"(41.909949, -87.772734)"
Crack,25,1151572,1913040,2007,41.91726237,-87.71855217,"(41.917262, -87.718552)"
Cannabis,6,1177962,1842175,2007,41.72224286,-87.62374579,"(41.722243, -87.623746)"
Cannabis,5,1173470,1825717,2005,41.67718004,-87.64068411,"(41.67718, -87.640684)"
Cannabis,12,1160197,1907701,2004,41.90243771,-87.68701156,"(41.902438, -87.687012)"
Heroin,7,1170704,1860394,2013,41.77239933,-87.64980064,"(41.772399, -87.649801)"
Cannabis,5,1180800,1830078,2001,41.68898242,-87.61372095,"(41.688982, -87.613721)"
Heroin,25,1150823,1907835,2007,41.90299406,-87.72144045,"(41.902994, -87.72144)"
Crack,11,1149685,1901255,2002,41.88496005,-87.72579172,"(41.88496, -87.725792)"
Cannabis,7,1165098,1862719,2015,41.77889986,-87.67028494,"(41.7789, -87.670285)"
Heroin,24,1161553,1940549,2007,41.99254631,-87.68111262,"(41.992546, -87.681113)"
Cannabis,1,1176136,1900822,2015,41.88321693,-87.62867302,"(41.883217, -87.628673)"
Heroin,11,1148925,1897703,2004,41.87522769,-87.72867448,"(41.875228, -87.728674)"
Crack,12,1165588,1900093,2002,41.88144763,-87.66742647,"(41.881448, -87.667426)"
Cannabis,10,1154066,1888233,2012,41.84914002,-87.71005108,"(41.84914, -87.710051)"
Cannabis,2,1179461,1867097,2002,41.79059755,-87.61749564,"(41.790598, -87.617496)"
Cannabis,22,1169811,1846837,2001,41.73521655,-87.65346683,"(41.735217, -87.653467)"
Cannabis,6,1182436,1853449,2013,41.75307762,-87.6070098,"(41.753078, -87.60701)"
Cannabis,8,1161260,1857835,2007,41.76557782,-87.68449052,"(41.765578, -87.684491)"
Cannabis,6,1183278,1852581,2010,41.75067619,-87.6039512,"(41.750676, -87.603951)"
Heroin,11,1148051,1898997,2014,41.87879543,-87.73185019,"(41.878795, -87.73185)"
Crack,3,1193439,1856741,2001,41.76184916,-87.56658124,"(41.761849, -87.566581)"
Crack,4,1193902,1852888,2014,41.75126489,-87.56501044,"(41.751265, -87.56501)"
Cannabis,15,1142957,1902480,2006,41.88844965,-87.75046773,"(41.88845, -87.750468)"
Crack,1,1178302,1901928,2006,41.88620277,-87.62068572,"(41.886203, -87.620686)"
Cannabis,3,1188768,1858009,2012,41.76544164,-87.58366018,"(41.765442, -87.58366)"
Cannabis,6,1171594,1852458,2008,41.75060249,-87.64677034,"(41.750602, -87.64677)"
Crack,24,1164551,1950995,2004,42.02114717,-87.66978718,"(42.021147, -87.669787)"
Cannabis,25,1146722,1913379,2006,41.91828664,-87.73636262,"(41.918287, -87.736363)"
Heroin,15,,,2003,,,
Cannabis,9,1175476,1873816,2016,41.80912527,-87.63190651,"(41.809125, -87.631907)"
Crack,11,1150757,1898079,2002,41.87622387,-87.72193822,"(41.876224, -87.721938)"
Cannabis,25,1138966,1910083,2009,41.90938666,-87.76493935,"(41.909387, -87.764939)"
Cannabis,9,1175137,1871606,2010,41.8030684,-87.63321592,"(41.803068, -87.633216)"
Crack,6,1167620,1851684,2004,41.74856462,-87.66135511,"(41.748565, -87.661355)"
Cannabis,3,1184822,1856619,2011,41.76172081,-87.59816687,"(41.761721, -87.598167)"
Heroin,15,1144337,1901134,2004,41.88473023,-87.74543368,"(41.88473, -87.745434)"
Crack,9,1167243,1869315,2004,41.79695443,-87.66223243,"(41.796954, -87.662232)"
Heroin,6,1184618,1851992,2002,41.74902864,-87.59905928,"(41.749029, -87.599059)"
Methamphetamines,3,1194022,1855712,2010,41.75901123,-87.56447823,"(41.759011, -87.564478)"
Crack,15,1142553,1904215,2001,41.89321822,-87.75190821,"(41.893218, -87.751908)"
Crack,7,1167404,1863321,2003,41.78050272,-87.66181371,"(41.780503, -87.661814)"
Cocaine,14,1156654,1912489,2005,41.9156489,-87.69989572,"(41.915649, -87.699896)"
Cannabis,14,1152282,1913390,2003,41.91820881,-87.71593435,"(41.918209, -87.715934)"
Cannabis,11,1154283,1896837,2003,41.87274604,-87.70902504,"(41.872746, -87.709025)"
Heroin,1,1176763,1885284,2005,41.84056549,-87.62684019,"(41.840565, -87.62684)"
Crack,10,1155320,1890793,2002,41.85613989,-87.70538003,"(41.85614, -87.70538)"
Crack,22,1170670,1835509,2008,41.70411218,-87.65064889,"(41.704112, -87.650649)"
Cannabis,19,1172124,1929664,2012,41.96245015,-87.64255203,"(41.96245, -87.642552)"
Cannabis,2,1178932,1870240,2015,41.7992343,-87.61933962,"(41.799234, -87.61934)"
Cannabis,4,1195477,1853107,2014,41.7518271,-87.55923174,"(41.751827, -87.559232)"
Cannabis,6,1175047,1852731,2011,41.75127533,-87.63410884,"(41.751275, -87.634109)"
Cannabis,11,1150980,1902612,2012,41.88865855,-87.72100068,"(41.888659, -87.721001)"
Cannabis,8,1161754,1852117,2012,41.74987655,-87.68283832,"(41.749877, -87.682838)"
Cannabis,7,1168841,1859317,2006,41.76948433,-87.65666092,"(41.769484, -87.656661)"
Crack,3,1190005,1857139,2001,41.76302461,-87.57915422,"(41.763025, -87.579154)"
Crack,8,1157345,1864037,2003,41.78267717,-87.69867262,"(41.782677, -87.698673)"
Crack,5,1180054,1825871,2007,41.67745487,-87.61658015,"(41.677455, -87.61658)"
Heroin,11,1150042,1899368,2015,41.87977497,-87.7245299,"(41.879775, -87.72453)"
Cannabis,6,1179508,1855350,2007,41.75836151,-87.61768174,"(41.758362, -87.617682)"
Cannabis,8,1159465,1862547,2003,41.7785452,-87.69094082,"(41.778545, -87.690941)"
Cannabis,22,1167315,1842584,2003,41.72359942,-87.66273256,"(41.723599, -87.662733)"
Crack,8,1162322,1856704,2008,41.76245214,-87.68062938,"(41.762452, -87.680629)"
Cannabis,8,1160257,1866117,2002,41.7883255,-87.68793904,"(41.788325, -87.687939)"
Heroin,9,1166859,1871236,2013,41.8022341,-87.66358572,"(41.802234, -87.663586)"
Cannabis,11,1158203,1896589,2012,41.87198636,-87.69463965,"(41.871986, -87.69464)"
Crack,8,1160374,1860800,2004,41.7737325,-87.68765643,"(41.773733, -87.687656)"
Hallucinogens,3,1180046,1861722,2015,41.77583464,-87.61551514,"(41.775835, -87.615515)"
Crack,11,1147227,1894577,2006,41.86668223,-87.73498892,"(41.866682, -87.734989)"
Heroin,9,1168190,1871928,2010,41.80410446,-87.65868447,"(41.804104, -87.658684)"
Crack,12,1156077,1899863,2005,41.88101369,-87.70235674,"(41.881014, -87.702357)"
Crack,15,1139193,1905456,2009,41.89668549,-87.7642182,"(41.896685, -87.764218)"
Crack,8,1157370,1862712,2003,41.77904067,-87.69861682,"(41.779041, -87.698617)"
Cannabis,5,1179716,1826020,2003,41.67787146,-87.61781279,"(41.677871, -87.617813)"
Cannabis,18,1171577,1908244,2004,41.90368486,-87.64519522,"(41.903685, -87.645195)"
Crack,15,1139749,1897140,2003,41.87385519,-87.76237929,"(41.873855, -87.762379)"
Cannabis,7,1164115,1862620,2009,41.77864893,-87.6738915,"(41.778649, -87.673891)"
Crack,4,1194033,1834845,2012,41.70175003,-87.56512046,"(41.70175, -87.56512)"
Heroin,2,1180959,1879551,2001,41.82473799,-87.61161943,"(41.824738, -87.611619)"
Cannabis,6,1183607,1852650,2004,41.75085788,-87.60274345,"(41.750858, -87.602743)"
Cannabis,1,1179205,1899351,2005,41.87911073,-87.61744868,"(41.879111, -87.617449)"
Cannabis,3,1178064,1859286,2009,41.76919517,-87.62285469,"(41.769195, -87.622855)"
Heroin,4,1197715,1851842,2007,41.7483003,-87.55107283,"(41.7483, -87.551073)"
Cannabis,6,1167400,1851512,2009,41.74809734,-87.66216618,"(41.748097, -87.662166)"
Cannabis,14,1154572,1913110,2007,41.91739492,-87.7075282,"(41.917395, -87.707528)"
Heroin,2,1182038,1874375,2003,41.81050972,-87.60782128,"(41.81051, -87.607821)"
Cannabis,24,1166984,1945439,2005,42.00584932,-87.6609944,"(42.005849, -87.660994)"
Methamphetamines,8,1161003,1846863,2012,41.7354743,-87.68573521,"(41.735474, -87.685735)"
Crack,11,1146691,1900734,2002,41.88358801,-87.73679957,"(41.883588, -87.7368)"
Heroin,10,1153314,1892670,2001,41.86133061,-87.71269332,"(41.861331, -87.712693)"
Crack,3,1184145,1863207,2007,41.77981475,-87.60044236,"(41.779815, -87.600442)"
Cannabis,25,1138036,1913854,2010,41.91975158,-87.76826454,"(41.919752, -87.768265)"
Crack,25,1127996,1916070,2005,41.92600818,-87.80510363,"(41.926008, -87.805104)"
Cannabis,6,1173280,1848220,2015,41.73893579,-87.64071706,"(41.738936, -87.640717)"
Cannabis,15,1143898,1905217,2013,41.8959427,-87.74694331,"(41.895943, -87.746943)"
Crack,10,1154948,1892223,2015,41.86007142,-87.70670716,"(41.860071, -87.706707)"
Crack,11,1150527,1906712,2004,41.89991823,-87.72255709,"(41.899918, -87.722557)"
Heroin,11,1149389,1901455,2011,41.88551462,-87.7268735,"(41.885515, -87.726873)"
Cannabis,12,1162346,1889379,2005,41.85211583,-87.67963052,"(41.852116, -87.679631)"
Crack,18,1172688,1905961,2007,41.89739565,-87.64118195,"(41.897396, -87.641182)"
Cannabis,5,1176258,1831240,2007,41.69227404,-87.63031426,"(41.692274, -87.630314)"
Cannabis,11,1153398,1902188,2014,41.88744736,-87.7121321,"(41.887447, -87.712132)"
Crack,6,1178290,1846631,2001,41.73446326,-87.62240958,"(41.734463, -87.62241)"
Cannabis,4,1188125,1855118,2009,41.75752383,-87.58610899,"(41.757524, -87.586109)"
Cannabis,7,1165195,1859414,2002,41.76982845,-87.67002279,"(41.769828, -87.670023)"
Crack,6,1166703,1852821,2003,41.75170432,-87.66468295,"(41.751704, -87.664683)"
Crack,10,1154008,1890262,2003,41.85470899,-87.71020991,"(41.854709, -87.71021)"
Cannabis,5,1177503,1833788,2007,41.69923815,-87.6256795,"(41.699238, -87.62568)"
Crack,1,1176067,1888868,2008,41.85041594,-87.6292864,"(41.850416, -87.629286)"
Cannabis,18,1173301,1905650,2009,41.89652866,-87.63893974,"(41.896529, -87.63894)"
Cannabis,22,1166989,1830602,2003,41.69072585,-87.66426769,"(41.690726, -87.664268)"
Cannabis,15,1141416,1898828,2015,41.87845669,-87.75621711,"(41.878457, -87.756217)"
Cannabis,4,1194565,1834245,2006,41.70009052,-87.56319213,"(41.700091, -87.563192)"
Cannabis,9,1175247,1880357,2009,41.82707948,-87.63255077,"(41.827079, -87.632551)"
Heroin,25,1138711,1909781,2011,41.90856257,-87.76588346,"(41.908563, -87.765883)"
Crack,11,1159921,1899604,2002,41.88022455,-87.68824895,"(41.880225, -87.688249)"
Cannabis,11,1150295,1903269,2013,41.89047481,-87.72349912,"(41.890475, -87.723499)"
Cannabis,11,1152937,1903959,2009,41.8923163,-87.71377808,"(41.892316, -87.713778)"
Cannabis,25,,,2008,,,
Crack,5,1176728,1837811,2007,41.71029527,-87.62839661,"(41.710295, -87.628397)"
Cannabis,25,1125753,1920416,2005,41.93797178,-87.81324888,"(41.937972, -87.813249)"
Crack,15,1137999,1899435,2002,41.88018474,-87.76874913,"(41.880185, -87.768749)"
Heroin,11,1159944,1898622,2006,41.87752938,-87.6881916,"(41.877529, -87.688192)"
Cannabis,4,1195766,1819235,2008,41.65887187,-87.55928839,"(41.658872, -87.559288)"
Cannabis,7,1167642,1866778,2006,41.78998405,-87.66084203,"(41.789984, -87.660842)"
Crack,22,1174946,1842393,2002,41.72290877,-87.63478644,"(41.722909, -87.634786)"
Heroin,12,1160719,1899958,2004,41.88117946,-87.68530897,"(41.881179, -87.685309)"
Cannabis,11,1154892,1895189,2014,41.86821157,-87.70683327,"(41.868212, -87.706833)"
Cannabis,15,1142895,1904263,2007,41.89334357,-87.75065096,"(41.893344, -87.750651)"
Cannabis,9,1171560,1880976,2002,41.82885981,-87.64605954,"(41.82886, -87.64606)"
Cannabis,4,1193509,1855525,2015,41.75851065,-87.56636442,"(41.758511, -87.566364)"
Heroin,11,1150573,1901772,2009,41.88636146,-87.7225173,"(41.886361, -87.722517)"
Crack,7,1166958,1855856,2008,41.76002733,-87.66366192,"(41.760027, -87.663662)"
Crack,18,1172122,1908033,2002,41.90309385,-87.64319956,"(41.903094, -87.6432)"
Cannabis,14,1157784,1910840,2006,41.91110093,-87.69578922,"(41.911101, -87.695789)"
Cannabis,16,1100658,1934241,2004,41.97629041,-87.90522722,"(41.97629, -87.905227)"
Cannabis,11,1152853,1896473,2015,41.8717756,-87.7142849,"(41.871776, -87.714285)"
Heroin,5,1178455,1838684,2013,41.71265193,-87.62204566,"(41.712652, -87.622046)"
Cannabis,2,1178598,1881840,2013,41.83107329,-87.62021144,"(41.831073, -87.620211)"
Cocaine,9,1164468,1873814,2006,41.80935922,-87.67228181,"(41.809359, -87.672282)"
Cannabis,19,1161381,1924048,2003,41.94727041,-87.68220659,"(41.94727, -87.682207)"
Cannabis,17,1151121,1926489,2005,41.95417639,-87.71985558,"(41.954176, -87.719856)"
Crack,11,1154774,1896887,2001,41.87287343,-87.70722101,"(41.872873, -87.707221)"
Crack,7,1169685,1864747,2002,41.78436665,-87.65340983,"(41.784367, -87.65341)"
Methamphetamines,14,1157688,1913645,2014,41.91880003,-87.69606532,"(41.9188, -87.696065)"
Cannabis,15,1143354,1900647,2009,41.88341227,-87.74905562,"(41.883412, -87.749056)"
Heroin,11,1153486,1899805,2013,41.88090641,-87.71187231,"(41.880906, -87.711872)"
Cannabis,24,1164920,1947489,2007,42.01151879,-87.66852947,"(42.011519, -87.668529)"
